class_standing,task_score_1,task_score_2,task_score_3,task_score_4,task_score_5,prelim_grade,midterm_grade,min_exam_score_required,predicted_category,actual_exam_score,actual_outcome,prediction_correct,error_type,risk_label
3rd Year,52.3,72.7,75.7,80.6,68.6,64.2,61.9,96.4,Cannot pass,100.0,Pass,False,Overperformance,High
4th Year,70.6,62.7,85.5,94.9,64.5,74.5,90.3,63.0,Achievable target,68.2,Pass,True,,Low
4th Year,70.5,60.9,78.8,76.5,78.4,75.3,57.5,77.4,Borderline,81.6,Pass,True,,High
3rd Year,89.9,66.6,87.4,68.8,66.5,67.7,77.7,66.8,Achievable target,83.2,Pass,True,,Low
3rd Year,69.7,74.8,60.0,52.6,55.0,52.6,74.8,92.5,Cannot pass,81.6,Fail,True,,Medium
1st Year,76.1,86.7,64.9,80.3,65.7,70.2,71.5,68.7,Achievable target,54.8,Fail,False,Underperformance,High
1st Year,52.0,81.8,51.7,76.4,73.7,66.6,62.3,97.1,Cannot pass,100.0,Pass,False,Overperformance,High
3rd Year,75.4,52.5,66.0,70.6,76.3,63.0,56.6,93.9,Cannot pass,88.1,Fail,True,,Medium
3rd Year,72.3,82.8,64.9,63.6,72.6,58.5,63.9,80.0,Borderline,90.2,Pass,True,,High
1st Year,75.5,86.0,74.9,66.5,59.0,61.1,73.8,84.6,Borderline,86.5,Pass,True,,High
3rd Year,74.1,74.2,98.4,69.7,64.4,73.2,66.9,53.3,Achievable target,62.0,Pass,True,,High
1st Year,65.5,85.0,81.1,64.9,94.8,71.3,90.9,74.2,Achievable target,83.5,Pass,True,,Low
2nd Year,84.6,68.9,62.4,75.2,73.2,82.5,78.9,87.3,Borderline,100.0,Pass,True,,Low
4th Year,73.5,89.6,88.7,85.0,82.6,74.3,64.8,87.3,Borderline,88.5,Pass,True,,High
3rd Year,77.3,84.3,83.3,68.7,66.0,69.4,73.1,50.4,Achievable target,64.5,Pass,True,,High
1st Year,75.4,74.7,81.4,94.7,67.7,72.9,83.1,51.2,Achievable target,67.9,Pass,True,,Low
3rd Year,69.4,80.6,63.2,63.3,53.4,51.0,56.8,93.7,Cannot pass,100.0,Pass,False,Overperformance,High
1st Year,69.6,55.8,60.4,56.3,72.3,64.5,70.6,88.7,Cannot pass,79.6,Fail,True,,High
3rd Year,58.8,70.8,58.3,61.8,72.3,61.7,72.6,87.9,Borderline,83.1,Fail,False,Ambiguity,High
3rd Year,84.2,72.2,86.1,67.1,77.7,84.7,62.2,86.2,Borderline,99.2,Pass,True,,High
4th Year,68.5,78.5,66.9,98.5,64.4,64.9,89.0,57.8,Achievable target,50.0,Fail,False,Underperformance,Medium
2nd Year,86.7,69.3,79.4,82.3,74.7,70.3,67.1,68.4,Achievable target,72.6,Pass,True,,High
2nd Year,60.8,64.5,72.5,63.7,77.9,69.0,73.5,96.6,Cannot pass,92.8,Fail,True,,High
4th Year,91.9,83.8,68.3,68.6,85.3,75.1,82.6,59.7,Achievable target,50.0,Fail,False,Underperformance,High
4th Year,62.1,59.5,84.0,75.3,88.3,79.5,80.1,82.1,Borderline,98.6,Pass,True,,Low
1st Year,80.8,60.5,78.5,61.0,59.5,77.8,82.0,77.2,Borderline,74.8,Fail,False,Ambiguity,Medium
1st Year,54.2,51.1,73.1,77.1,66.5,65.1,59.4,90.9,Cannot pass,100.0,Pass,False,Overperformance,High
2nd Year,74.2,72.4,72.2,63.9,72.7,63.7,85.9,56.7,Achievable target,50.0,Fail,False,Underperformance,Medium
3rd Year,93.8,98.5,76.0,65.4,90.5,63.6,69.5,51.4,Achievable target,69.4,Pass,True,,High
3rd Year,73.3,71.0,78.5,66.6,85.8,79.0,70.0,80.0,Borderline,96.5,Pass,True,,High
2nd Year,70.2,68.3,58.3,59.7,58.8,57.7,61.6,87.0,Borderline,70.8,Fail,False,Ambiguity,High
4th Year,77.6,77.6,61.1,80.1,66.2,72.6,85.6,87.2,Borderline,81.8,Fail,False,Ambiguity,Medium
2nd Year,66.0,63.0,63.1,68.5,88.4,73.5,63.5,75.7,Achievable target,64.6,Fail,False,Underperformance,High
3rd Year,66.6,66.6,65.0,69.6,78.3,58.4,63.6,88.0,Cannot pass,70.7,Fail,True,,Medium
2nd Year,66.0,89.9,76.3,61.1,65.8,67.6,86.6,81.0,Borderline,86.4,Pass,True,,Low
4th Year,63.0,51.8,77.5,50.5,78.8,72.2,52.1,96.7,Cannot pass,81.0,Fail,True,,High
4th Year,84.0,63.9,64.3,89.6,66.0,70.0,77.5,54.3,Achievable target,70.3,Pass,True,,Medium
3rd Year,76.9,51.6,63.7,77.1,61.6,69.5,66.5,92.2,Cannot pass,98.4,Pass,False,Overperformance,Medium
2nd Year,67.1,94.7,83.9,66.2,88.7,75.5,68.9,75.0,Achievable target,60.3,Fail,False,Underperformance,High
4th Year,77.2,67.4,64.1,56.1,54.9,62.1,62.8,96.8,Cannot pass,87.4,Fail,True,,High
3rd Year,93.6,99.7,74.3,96.3,92.6,65.0,72.7,55.7,Achievable target,69.3,Pass,True,,High
1st Year,73.3,82.2,68.0,69.6,85.6,86.2,80.3,78.0,Borderline,81.2,Pass,True,,Low
3rd Year,71.0,64.8,86.7,79.1,70.8,65.2,68.4,81.7,Borderline,96.2,Pass,True,,High
4th Year,85.0,61.2,65.7,89.8,63.3,60.0,76.2,80.5,Borderline,83.2,Pass,True,,Medium
3rd Year,59.6,74.3,64.6,82.7,85.3,61.3,67.1,77.1,Borderline,83.5,Pass,True,,High
3rd Year,91.9,75.1,80.8,87.6,93.2,71.7,69.1,75.4,Achievable target,82.5,Pass,True,,High
3rd Year,87.8,81.5,70.7,67.4,80.5,77.8,85.4,68.5,Achievable target,50.1,Fail,False,Underperformance,High
2nd Year,81.0,59.5,70.4,77.1,76.5,62.4,74.5,79.9,Borderline,72.5,Fail,False,Ambiguity,High
4th Year,63.5,66.9,68.0,68.0,56.8,66.8,59.4,95.9,Cannot pass,99.6,Pass,False,Overperformance,High
2nd Year,82.5,70.8,66.9,69.8,80.8,76.7,78.1,87.4,Borderline,77.8,Fail,False,Ambiguity,Medium
4th Year,64.1,70.4,65.2,74.9,50.2,56.0,58.3,99.3,Cannot pass,100.0,Pass,False,Overperformance,High
3rd Year,70.3,71.9,85.6,88.8,84.9,82.2,63.0,78.8,Borderline,91.1,Pass,True,,High
3rd Year,69.7,90.4,69.6,72.0,73.7,87.5,84.2,63.8,Achievable target,50.0,Fail,False,Underperformance,Medium
1st Year,69.9,82.8,63.8,73.6,60.9,69.8,72.6,76.1,Borderline,66.3,Fail,False,Ambiguity,High
2nd Year,77.3,58.8,60.1,68.6,84.8,83.1,66.3,85.1,Borderline,73.1,Fail,False,Ambiguity,High
2nd Year,60.1,75.1,76.6,67.2,58.5,58.6,70.6,84.7,Borderline,70.4,Fail,False,Ambiguity,High
4th Year,94.6,76.3,98.6,66.5,93.8,89.3,86.9,71.0,Achievable target,78.9,Pass,True,,Low
4th Year,68.5,63.6,81.8,59.3,63.2,75.3,58.1,89.8,Cannot pass,96.7,Pass,False,Overperformance,Medium
3rd Year,94.7,66.3,85.6,83.6,87.4,82.5,90.8,59.0,Achievable target,52.3,Fail,False,Underperformance,Medium
2nd Year,63.7,65.2,52.2,54.7,79.9,51.9,66.5,97.1,Cannot pass,95.8,Fail,True,,High
4th Year,76.3,81.3,75.0,86.7,70.6,63.7,63.0,59.0,Achievable target,66.9,Pass,True,,High
1st Year,63.7,82.1,84.0,88.6,86.3,63.2,81.3,58.4,Achievable target,50.0,Fail,False,Underperformance,Medium
4th Year,89.2,85.8,86.8,68.7,87.4,84.4,77.2,58.8,Achievable target,63.0,Pass,True,,Low
4th Year,74.4,63.1,72.5,73.7,71.6,68.9,67.1,94.2,Cannot pass,89.5,Fail,True,,Medium
4th Year,98.6,79.7,97.5,99.9,80.5,84.0,81.7,56.2,Achievable target,54.3,Fail,False,Underperformance,Medium
3rd Year,91.9,74.4,91.8,86.9,88.4,71.3,76.6,54.7,Achievable target,60.4,Pass,True,,Low
1st Year,61.2,63.9,76.1,71.6,65.8,82.8,72.8,87.9,Borderline,100.0,Pass,True,,High
3rd Year,79.2,77.4,70.3,67.1,64.5,63.5,71.5,94.2,Cannot pass,89.8,Fail,True,,High
3rd Year,61.2,65.3,69.1,86.4,64.9,66.6,63.7,82.6,Borderline,95.4,Pass,True,,High
2nd Year,88.4,89.8,84.6,83.6,69.1,74.4,67.5,86.0,Borderline,90.2,Pass,True,,High
3rd Year,51.2,69.5,72.0,50.1,66.3,60.6,72.2,88.5,Cannot pass,86.5,Fail,True,,High
3rd Year,84.5,93.6,84.5,98.1,73.9,74.5,91.4,52.8,Achievable target,68.9,Pass,True,,Low
2nd Year,65.6,54.9,69.2,75.5,51.1,54.6,59.6,91.1,Cannot pass,82.8,Fail,True,,High
2nd Year,65.8,78.1,79.4,72.7,72.6,83.7,80.9,71.1,Achievable target,62.4,Fail,False,Underperformance,High
3rd Year,86.5,85.1,87.4,65.9,89.5,81.5,80.8,84.3,Borderline,100.0,Pass,True,,Low
4th Year,90.2,88.6,89.8,90.6,69.2,73.1,74.4,69.4,Achievable target,84.1,Pass,True,,Medium
1st Year,83.0,76.7,61.6,78.0,86.3,76.3,83.9,89.0,Borderline,81.2,Fail,False,Ambiguity,High
2nd Year,74.8,72.0,64.9,65.1,63.1,75.9,61.3,81.0,Borderline,70.1,Fail,False,Ambiguity,High
1st Year,94.5,78.8,65.1,99.7,94.1,82.1,84.9,53.3,Achievable target,68.9,Pass,True,,Low
3rd Year,73.1,62.9,81.9,65.1,65.4,60.3,78.6,79.1,Borderline,90.0,Pass,True,,Medium
3rd Year,82.6,64.5,88.0,67.6,60.4,64.2,59.2,81.6,Borderline,87.3,Pass,True,,High
3rd Year,81.7,70.9,79.1,69.4,68.8,71.7,66.1,54.9,Achievable target,50.0,Fail,False,Underperformance,High
2nd Year,97.0,71.8,94.6,75.8,67.5,86.3,64.7,60.5,Achievable target,50.0,Fail,False,Underperformance,High
1st Year,81.7,75.4,64.9,99.7,68.6,70.4,69.8,73.6,Achievable target,89.1,Pass,True,,High
2nd Year,88.5,58.7,86.5,59.0,69.9,58.6,87.0,87.8,Borderline,99.9,Pass,True,,Low
4th Year,72.5,79.1,74.3,62.8,86.9,80.8,89.2,62.4,Achievable target,69.9,Pass,True,,Low
3rd Year,63.4,77.6,82.4,62.1,67.5,83.0,72.2,82.4,Borderline,97.2,Pass,True,,Medium
1st Year,64.6,92.6,97.1,64.0,66.6,83.4,80.5,59.9,Achievable target,71.2,Pass,True,,Low
2nd Year,73.6,61.6,60.0,71.5,87.5,73.7,67.7,87.7,Borderline,79.3,Fail,False,Ambiguity,High
3rd Year,53.7,73.6,72.4,75.4,60.4,62.2,54.7,99.6,Cannot pass,96.9,Fail,True,,High
3rd Year,88.8,68.0,75.9,63.6,83.2,91.9,75.5,75.7,Achievable target,79.1,Pass,True,,Low
4th Year,78.9,78.1,60.4,71.7,78.4,71.5,67.6,89.8,Cannot pass,87.4,Fail,True,,High
1st Year,73.5,64.9,66.7,69.9,73.4,68.7,68.6,76.6,Borderline,94.1,Pass,True,,High
1st Year,67.6,78.1,77.8,84.8,85.1,81.7,83.2,52.7,Achievable target,59.5,Pass,True,,Low
1st Year,79.3,78.3,89.9,68.4,86.0,71.9,74.1,68.7,Achievable target,71.1,Pass,True,,High
3rd Year,69.9,80.6,63.6,88.3,89.9,81.6,66.0,84.3,Borderline,86.9,Pass,True,,High
4th Year,81.6,68.7,74.4,92.4,95.1,78.1,76.9,69.5,Achievable target,52.8,Fail,False,Underperformance,Medium
4th Year,76.6,86.4,94.6,67.8,76.7,64.6,74.9,70.1,Achievable target,65.3,Fail,False,Underperformance,Medium
2nd Year,51.2,78.7,76.2,66.8,72.6,52.9,73.7,96.6,Cannot pass,93.3,Fail,True,,High
4th Year,57.7,77.7,62.7,80.7,59.3,59.4,71.0,88.9,Borderline,82.7,Fail,False,Ambiguity,High
3rd Year,74.1,84.8,66.5,75.3,88.4,67.0,70.2,87.4,Borderline,94.8,Pass,True,,High
1st Year,73.6,92.8,97.4,86.0,85.7,74.3,63.4,54.5,Achievable target,58.3,Pass,True,,High
4th Year,86.9,67.2,65.3,76.5,71.5,67.2,67.2,56.7,Achievable target,67.9,Pass,True,,High
2nd Year,77.3,74.0,70.1,79.0,66.6,67.7,61.5,91.9,Cannot pass,99.2,Pass,False,Overperformance,High
2nd Year,75.5,51.8,71.6,77.7,65.9,52.0,62.0,92.1,Cannot pass,72.4,Fail,True,,High
3rd Year,89.4,81.6,89.0,89.5,64.5,69.5,63.4,63.3,Achievable target,50.0,Fail,False,Underperformance,High
2nd Year,73.5,87.6,62.7,59.5,87.3,84.1,77.5,78.4,Borderline,97.9,Pass,True,,Low
2nd Year,87.6,70.5,81.5,93.3,94.7,79.3,78.2,68.1,Achievable target,57.1,Fail,False,Underperformance,High
3rd Year,65.2,66.8,90.9,62.9,64.0,89.2,83.4,50.1,Achievable target,57.0,Pass,True,,Medium
2nd Year,77.9,79.8,79.4,69.7,89.4,66.0,77.7,54.4,Achievable target,52.5,Fail,False,Underperformance,Medium
2nd Year,95.0,68.7,72.6,67.2,90.0,75.9,90.4,67.3,Achievable target,78.4,Pass,True,,Low
1st Year,51.3,80.4,80.6,58.8,70.1,55.7,65.3,97.2,Cannot pass,100.0,Pass,False,Overperformance,High
3rd Year,72.2,72.9,57.1,70.1,71.0,71.4,78.0,88.5,Cannot pass,83.6,Fail,True,,Medium
3rd Year,62.1,72.0,86.0,71.8,79.1,68.3,66.6,86.7,Borderline,100.0,Pass,True,,High
2nd Year,87.2,73.5,63.2,72.9,79.3,68.0,82.3,82.5,Borderline,92.4,Pass,True,,Low
2nd Year,72.3,70.7,60.4,69.0,70.1,62.4,74.6,77.0,Borderline,71.8,Fail,False,Ambiguity,High
2nd Year,65.9,78.1,79.8,66.9,59.9,71.7,59.8,82.2,Borderline,97.0,Pass,True,,Medium
4th Year,79.0,97.9,65.9,95.4,92.4,75.2,67.4,54.1,Achievable target,72.6,Pass,True,,High
4th Year,78.0,66.1,64.8,69.8,56.9,62.0,76.3,90.9,Cannot pass,72.3,Fail,True,,Medium
4th Year,51.7,67.0,55.5,69.9,81.7,75.1,75.9,90.6,Cannot pass,100.0,Pass,False,Overperformance,Medium
3rd Year,96.2,69.3,67.9,62.5,68.9,68.5,65.2,72.6,Achievable target,88.4,Pass,True,,High
1st Year,91.8,78.0,91.5,74.3,83.5,74.1,68.4,65.2,Achievable target,80.5,Pass,True,,High
4th Year,61.4,66.6,74.4,51.7,52.3,60.5,56.3,92.5,Cannot pass,95.3,Pass,False,Overperformance,High
1st Year,79.2,83.1,78.5,70.1,87.9,78.8,72.8,77.9,Borderline,91.2,Pass,True,,High
1st Year,88.0,91.7,96.8,98.1,85.9,91.0,89.4,50.1,Achievable target,63.2,Pass,True,,Low
4th Year,59.4,59.5,65.5,50.3,57.5,50.8,68.2,98.7,Cannot pass,78.7,Fail,True,,High
1st Year,58.3,77.3,53.6,81.2,72.9,64.1,52.7,88.2,Cannot pass,76.9,Fail,True,,High
1st Year,84.8,78.2,71.3,64.5,72.9,61.9,77.0,83.5,Borderline,99.9,Pass,True,,Medium
4th Year,66.2,84.6,79.8,80.3,74.4,83.3,63.8,80.6,Borderline,96.8,Pass,True,,Medium
4th Year,92.7,75.4,66.8,65.0,94.0,85.6,71.4,53.0,Achievable target,58.7,Pass,True,,High
4th Year,81.2,64.1,64.1,58.1,76.7,77.7,76.6,83.0,Borderline,100.0,Pass,True,,Medium
1st Year,77.5,70.7,52.7,75.9,68.7,68.3,55.0,93.2,Cannot pass,75.5,Fail,True,,High
1st Year,62.0,71.8,80.5,93.2,86.4,89.7,76.2,60.2,Achievable target,65.6,Pass,True,,Low
1st Year,90.0,65.1,71.2,95.7,83.9,64.4,83.4,63.2,Achievable target,80.4,Pass,True,,Low
3rd Year,50.1,56.6,58.3,72.5,66.3,70.9,64.4,91.9,Cannot pass,94.9,Pass,False,Overperformance,High
2nd Year,77.2,83.0,97.7,71.1,87.3,67.4,83.7,50.3,Achievable target,63.8,Pass,True,,Low
3rd Year,68.9,83.2,76.3,79.9,73.7,90.7,71.4,64.1,Achievable target,81.3,Pass,True,,High
1st Year,60.3,67.7,52.7,67.5,63.8,71.2,73.7,90.4,Cannot pass,92.9,Pass,False,Overperformance,Medium
2nd Year,82.3,76.3,85.9,81.2,97.6,74.9,65.4,57.9,Achievable target,70.4,Pass,True,,High
1st Year,58.6,60.9,73.9,80.1,61.2,55.5,61.8,92.2,Cannot pass,72.4,Fail,True,,High
4th Year,71.7,79.2,70.1,58.0,69.4,61.3,61.8,99.8,Cannot pass,93.5,Fail,True,,High
4th Year,62.3,62.9,76.9,81.8,78.0,66.9,58.8,81.6,Borderline,92.2,Pass,True,,High
3rd Year,78.1,85.8,82.8,69.1,77.9,79.4,85.7,80.9,Borderline,67.6,Fail,False,Ambiguity,High
2nd Year,90.0,96.7,96.9,68.0,69.8,84.9,81.3,73.5,Achievable target,80.5,Pass,True,,Low
4th Year,71.9,56.3,54.0,72.5,55.1,72.2,65.6,93.7,Cannot pass,100.0,Pass,False,Overperformance,High
2nd Year,80.8,82.7,82.4,76.3,88.0,74.5,72.6,78.8,Borderline,72.5,Fail,False,Ambiguity,High
2nd Year,60.7,73.3,80.5,64.1,53.1,68.7,50.3,97.4,Cannot pass,100.0,Pass,False,Overperformance,High
4th Year,75.8,74.0,67.7,66.3,70.7,83.8,61.1,79.5,Borderline,84.2,Pass,True,,High
3rd Year,67.1,90.9,65.9,87.3,72.2,76.7,68.8,69.0,Achievable target,88.0,Pass,True,,High
1st Year,88.5,67.7,75.4,80.2,63.6,70.3,59.0,84.8,Borderline,93.7,Pass,True,,High
3rd Year,72.4,97.1,67.4,85.1,73.7,68.3,65.7,67.0,Achievable target,61.6,Fail,False,Underperformance,High
1st Year,89.3,67.4,58.2,61.7,60.9,70.9,79.3,79.2,Borderline,82.9,Pass,True,,Medium
4th Year,66.9,76.0,87.8,66.6,73.9,81.2,77.8,85.5,Borderline,100.0,Pass,True,,Low
2nd Year,67.2,73.0,72.3,71.4,62.2,73.2,56.6,89.9,Cannot pass,82.3,Fail,True,,High
2nd Year,71.2,57.4,71.0,66.4,54.9,57.2,64.6,96.8,Cannot pass,88.2,Fail,True,,High
1st Year,66.7,60.1,57.8,89.1,60.2,60.7,83.1,84.3,Borderline,93.6,Pass,True,,Medium
1st Year,97.5,65.8,71.3,94.7,91.7,91.8,72.1,74.6,Achievable target,82.1,Pass,True,,High
4th Year,78.2,55.5,56.6,68.6,77.0,52.2,73.8,92.1,Cannot pass,100.0,Pass,False,Overperformance,High
4th Year,87.1,61.3,76.0,61.9,87.6,80.9,64.0,79.2,Borderline,87.4,Pass,True,,High
2nd Year,93.1,83.5,78.3,89.3,79.4,66.7,66.1,58.5,Achievable target,70.9,Pass,True,,High
3rd Year,82.9,72.2,88.4,63.1,79.8,64.5,72.6,50.4,Achievable target,60.3,Pass,True,,High
3rd Year,65.8,89.9,84.2,81.2,84.8,72.7,83.6,70.3,Achievable target,54.5,Fail,False,Underperformance,High
1st Year,86.8,67.6,80.8,62.1,69.4,81.3,88.4,51.3,Achievable target,62.9,Pass,True,,Low
4th Year,97.4,86.9,65.9,67.6,86.2,69.3,89.9,73.9,Achievable target,93.0,Pass,True,,Low
1st Year,72.9,71.2,51.1,58.5,56.6,60.4,76.7,98.1,Cannot pass,91.6,Fail,True,,Medium
1st Year,56.2,58.9,52.1,70.6,71.0,73.5,74.4,89.9,Cannot pass,74.8,Fail,True,,High
1st Year,76.2,81.6,63.9,68.0,72.3,66.7,90.1,57.5,Achievable target,68.0,Pass,True,,Low
4th Year,83.5,77.6,97.3,70.5,68.8,78.5,75.4,70.7,Achievable target,68.9,Fail,False,Underperformance,High
1st Year,72.7,81.1,54.7,57.9,79.8,67.7,51.1,88.9,Cannot pass,73.0,Fail,True,,High
2nd Year,68.1,78.2,57.7,55.1,69.6,74.7,57.4,96.2,Cannot pass,92.3,Fail,True,,High
3rd Year,78.8,53.8,50.8,74.8,61.6,61.1,72.4,90.2,Cannot pass,76.8,Fail,True,,High
1st Year,66.0,88.1,74.1,94.9,96.9,87.6,72.3,56.2,Achievable target,74.1,Pass,True,,High
1st Year,72.6,76.5,58.9,53.8,70.0,66.5,57.6,95.0,Cannot pass,79.0,Fail,True,,Medium
2nd Year,65.0,80.9,82.9,88.5,61.9,83.7,80.0,84.8,Borderline,91.8,Pass,True,,Low
3rd Year,81.3,72.9,73.0,97.2,67.8,90.1,77.6,71.8,Achievable target,78.2,Pass,True,,Low
1st Year,83.2,97.1,68.8,69.8,98.1,65.8,81.4,51.6,Achievable target,54.0,Pass,True,,Low
2nd Year,83.0,83.8,80.0,90.2,99.7,71.0,72.4,58.4,Achievable target,73.9,Pass,True,,High
4th Year,87.7,78.9,85.1,93.5,81.5,76.8,70.7,63.4,Achievable target,69.4,Pass,True,,High
2nd Year,76.8,66.9,71.1,82.3,96.8,71.7,70.7,60.6,Achievable target,50.0,Fail,False,Underperformance,High
3rd Year,67.7,85.3,92.1,91.2,80.6,84.2,79.9,55.2,Achievable target,53.2,Fail,False,Underperformance,High
1st Year,52.0,62.6,76.5,77.0,51.1,51.9,68.8,94.0,Cannot pass,90.2,Fail,True,,High
2nd Year,56.9,52.5,74.0,69.5,62.6,69.4,75.5,88.4,Cannot pass,100.0,Pass,False,Overperformance,Medium
3rd Year,72.6,71.0,69.9,63.3,83.5,68.4,83.6,80.0,Borderline,96.9,Pass,True,,Low
1st Year,76.7,88.8,91.9,80.3,78.2,79.7,80.0,61.1,Achievable target,76.5,Pass,True,,Low
2nd Year,79.2,85.0,99.5,71.9,70.8,68.1,83.0,61.7,Achievable target,70.1,Pass,True,,Low
3rd Year,95.9,78.8,85.1,66.3,66.1,65.0,73.7,62.3,Achievable target,67.9,Pass,True,,High
2nd Year,57.2,68.6,60.9,61.2,57.1,77.9,84.9,83.7,Borderline,86.5,Pass,True,,Medium
3rd Year,81.2,65.0,53.5,73.1,80.8,71.8,67.5,95.3,Cannot pass,100.0,Pass,False,Overperformance,High
1st Year,67.7,93.6,67.5,76.6,72.7,70.1,63.7,64.7,Achievable target,73.3,Pass,True,,High
3rd Year,73.6,97.8,84.5,98.5,75.3,63.1,85.7,71.5,Achievable target,73.6,Pass,True,,Low
2nd Year,78.8,61.8,75.2,65.0,57.5,83.0,71.8,85.9,Borderline,100.0,Pass,True,,High
4th Year,78.6,78.2,72.7,85.8,80.5,84.1,73.3,53.4,Achievable target,50.0,Fail,False,Underperformance,High
4th Year,61.2,72.1,65.8,74.4,62.5,65.0,51.6,90.1,Cannot pass,100.0,Pass,False,Overperformance,High
2nd Year,58.2,62.5,70.6,80.7,69.0,79.4,82.7,79.8,Borderline,96.0,Pass,True,,Medium
2nd Year,70.7,60.2,58.7,59.1,60.5,82.1,73.3,88.3,Borderline,99.5,Pass,True,,High
2nd Year,55.9,67.3,62.3,79.8,79.9,55.6,67.4,95.7,Cannot pass,84.0,Fail,True,,High
4th Year,86.9,92.4,75.1,81.6,66.4,90.0,66.2,55.4,Achievable target,62.1,Pass,True,,High
1st Year,72.4,50.2,55.9,74.0,62.9,50.7,77.0,89.8,Cannot pass,100.0,Pass,False,Overperformance,Medium
2nd Year,81.3,82.6,70.1,78.7,87.0,81.4,69.4,81.2,Borderline,99.0,Pass,True,,High
3rd Year,50.7,56.6,76.5,54.9,59.1,67.6,55.2,91.6,Cannot pass,81.8,Fail,True,,High
2nd Year,99.7,68.2,94.3,79.9,66.9,66.4,77.5,59.2,Achievable target,64.6,Pass,True,,Low
3rd Year,72.3,87.7,62.4,63.1,76.7,65.1,62.5,76.3,Borderline,73.9,Fail,False,Ambiguity,High
3rd Year,66.3,89.3,63.0,68.7,69.4,72.0,83.1,86.7,Borderline,85.5,Fail,False,Ambiguity,High
4th Year,93.5,62.0,82.3,71.9,77.7,75.2,74.4,73.2,Achievable target,84.4,Pass,True,,High
2nd Year,73.3,61.2,65.8,62.5,76.5,55.3,76.2,95.0,Cannot pass,100.0,Pass,False,Overperformance,Medium
4th Year,67.7,71.4,71.0,56.9,68.6,59.9,67.8,94.6,Cannot pass,90.2,Fail,True,,High
3rd Year,72.1,75.2,79.2,78.5,81.7,63.2,60.3,84.4,Borderline,78.9,Fail,False,Ambiguity,High
3rd Year,54.2,60.0,81.7,55.0,59.6,75.8,77.0,90.7,Cannot pass,73.0,Fail,True,,Medium
3rd Year,74.4,50.4,63.0,57.9,72.5,50.4,63.0,96.4,Cannot pass,94.5,Fail,True,,High
4th Year,75.7,68.3,70.6,74.9,69.5,77.8,81.4,61.3,Achievable target,52.2,Fail,False,Underperformance,Medium
2nd Year,59.6,69.9,78.6,57.1,69.8,76.5,64.8,99.7,Cannot pass,100.0,Pass,False,Overperformance,High
4th Year,67.3,57.1,89.9,64.9,89.1,76.6,84.1,88.5,Borderline,100.0,Pass,True,,Low
2nd Year,82.3,74.3,78.6,63.4,57.4,64.7,70.0,78.2,Borderline,67.4,Fail,False,Ambiguity,High
4th Year,86.9,96.0,98.7,95.8,85.6,69.0,90.4,54.5,Achievable target,50.7,Fail,False,Underperformance,Medium
2nd Year,83.8,87.9,62.5,91.6,68.7,71.6,72.3,58.6,Achievable target,74.1,Pass,True,,High
4th Year,63.5,57.7,82.7,89.5,78.8,74.7,84.2,78.6,Borderline,80.8,Pass,True,,Low
2nd Year,58.3,64.4,64.6,60.2,65.6,60.6,53.2,98.4,Cannot pass,84.1,Fail,True,,High
3rd Year,53.7,53.1,52.0,51.9,55.0,73.7,73.2,97.4,Cannot pass,84.7,Fail,True,,High
2nd Year,90.1,95.8,89.8,90.0,92.6,79.1,69.2,52.2,Achievable target,50.0,Fail,False,Underperformance,High
3rd Year,62.6,57.8,66.9,89.0,69.5,64.2,69.1,79.2,Borderline,93.0,Pass,True,,High
2nd Year,63.0,81.4,63.4,87.7,97.6,89.3,69.0,69.3,Achievable target,85.4,Pass,True,,High
2nd Year,71.9,79.1,70.4,62.9,87.0,75.5,70.2,72.0,Achievable target,61.6,Fail,False,Underperformance,High
3rd Year,75.4,77.8,74.7,53.4,52.1,75.6,53.9,92.7,Cannot pass,100.0,Pass,False,Overperformance,High
2nd Year,64.4,72.4,68.9,79.3,59.5,71.7,62.2,83.5,Borderline,86.7,Pass,True,,High
1st Year,83.5,64.8,81.3,66.0,64.8,66.0,83.4,80.6,Borderline,86.2,Pass,True,,Low
3rd Year,62.3,75.3,81.7,66.9,64.5,59.6,77.3,93.8,Cannot pass,89.4,Fail,True,,Medium
1st Year,80.7,63.9,61.1,71.8,76.5,64.0,59.3,91.6,Cannot pass,98.8,Pass,False,Overperformance,High
2nd Year,91.6,66.0,77.1,93.7,77.4,71.5,90.5,53.3,Achievable target,71.1,Pass,True,,Low
2nd Year,63.2,70.2,61.8,67.1,56.5,65.9,53.8,97.6,Cannot pass,85.5,Fail,True,,Medium
4th Year,51.7,66.0,68.0,58.5,71.7,52.1,55.8,96.9,Cannot pass,93.1,Fail,True,,High
4th Year,86.7,89.7,64.0,66.8,79.0,80.2,76.2,66.8,Achievable target,82.2,Pass,True,,Low
4th Year,75.3,68.2,72.0,67.6,77.0,88.3,73.1,53.9,Achievable target,50.0,Fail,False,Underperformance,High
2nd Year,63.2,82.7,84.2,70.2,77.4,70.0,64.9,81.0,Borderline,78.2,Fail,False,Ambiguity,High
3rd Year,84.4,67.1,75.7,64.7,61.2,76.9,61.0,85.9,Borderline,79.8,Fail,False,Ambiguity,High
4th Year,61.8,61.8,74.0,66.3,56.4,73.8,59.5,89.2,Cannot pass,98.1,Pass,False,Overperformance,High
2nd Year,77.1,84.6,74.9,64.4,65.6,60.0,79.1,76.5,Borderline,89.0,Pass,True,,Medium
