class_standing,task_score_1,task_score_2,task_score_3,task_score_4,task_score_5,prelim_grade,midterm_grade,min_exam_score_required,predicted_category,actual_exam_score,actual_outcome,prediction_correct,error_type
3rd Year,80.8,99.1,85.9,71.5,60.9,82.9,85.2,70.3,Achievable target,80.1,Pass,True,None
1st Year,83.8,83.7,93.4,88.0,84.7,78.5,73.6,57.5,Achievable target,92.2,Pass,True,None
2nd Year,65.6,63.3,66.1,77.4,73.0,69.4,62.3,91.6,Cannot pass,86.4,Fail,True,None
2nd Year,77.8,79.4,60.8,78.0,69.7,88.0,84.8,57.1,Achievable target,92.7,Pass,True,None
2nd Year,76.0,65.9,87.5,95.7,94.4,84.4,77.7,71.3,Achievable target,93.6,Pass,True,None
2nd Year,76.4,69.7,72.0,70.5,84.5,67.7,75.0,86.8,Borderline,98.1,Pass,False,Ambiguity
2nd Year,77.0,80.6,76.3,90.5,72.6,86.7,89.6,61.2,Achievable target,81.4,Pass,True,None
3rd Year,64.4,80.9,62.7,93.4,65.2,76.5,82.8,71.0,Achievable target,76.9,Pass,True,None
1st Year,74.3,91.2,94.6,73.3,65.0,85.1,73.8,58.8,Achievable target,95.4,Pass,True,None
2nd Year,89.8,90.7,93.8,67.6,84.2,83.5,75.0,53.3,Achievable target,93.2,Pass,True,None
4th Year,75.1,89.0,70.0,61.6,88.3,84.7,70.4,63.4,Achievable target,83.3,Pass,True,None
3rd Year,91.8,89.2,74.9,98.0,82.1,83.5,88.3,63.3,Achievable target,67.8,Pass,True,None
3rd Year,85.0,78.1,90.5,67.2,60.7,74.0,78.0,66.9,Achievable target,95.5,Pass,True,None
4th Year,90.8,69.9,80.0,87.4,73.5,83.8,73.1,73.3,Achievable target,93.6,Pass,True,None
2nd Year,78.0,73.9,92.7,77.6,99.8,76.0,90.0,68.6,Achievable target,76.0,Pass,True,None
1st Year,88.1,78.2,87.5,97.0,91.5,74.6,84.1,65.0,Achievable target,88.1,Pass,True,None
3rd Year,85.1,76.2,61.4,69.6,79.5,81.9,89.4,66.5,Achievable target,65.7,Fail,False,Overperformance
3rd Year,82.4,67.7,84.7,83.1,62.1,81.2,72.5,63.7,Achievable target,70.6,Pass,True,None
3rd Year,76.4,90.7,80.0,99.6,88.5,70.9,87.7,69.0,Achievable target,97.6,Pass,True,None
2nd Year,73.8,72.3,72.6,64.7,67.0,68.5,60.5,95.4,Cannot pass,93.2,Fail,True,None
2nd Year,73.2,83.3,82.9,70.5,74.4,78.9,75.3,55.7,Achievable target,85.3,Pass,True,None
1st Year,78.9,79.3,68.8,76.4,65.7,74.3,82.1,64.0,Achievable target,91.6,Pass,True,None
2nd Year,60.2,95.3,88.4,64.4,71.4,72.8,84.9,53.2,Achievable target,51.3,Fail,False,Overperformance
4th Year,82.2,67.7,86.6,75.2,89.9,76.5,83.9,54.2,Achievable target,80.3,Pass,True,None
3rd Year,78.4,62.4,77.8,69.9,61.7,71.0,68.6,91.5,Cannot pass,61.5,Fail,True,None
1st Year,75.0,78.1,66.3,72.5,73.0,71.8,80.6,72.6,Achievable target,88.9,Pass,True,None
1st Year,86.3,69.0,64.3,93.8,74.7,81.6,74.3,68.3,Achievable target,86.5,Pass,True,None
3rd Year,66.3,81.5,68.8,71.2,69.7,65.3,74.2,86.1,Borderline,61.7,Fail,True,None
2nd Year,90.8,86.2,82.6,66.3,62.7,78.6,88.2,62.8,Achievable target,89.6,Pass,True,None
3rd Year,64.6,96.0,67.6,61.8,77.4,78.7,89.7,62.5,Achievable target,92.7,Pass,True,None
1st Year,66.5,67.4,76.5,68.3,72.8,66.1,62.8,98.8,Cannot pass,57.0,Fail,True,None
4th Year,77.0,60.3,79.9,89.2,88.5,77.7,74.5,56.5,Achievable target,96.8,Pass,True,None
3rd Year,73.1,65.1,88.1,97.9,99.9,81.2,82.9,71.9,Achievable target,74.5,Pass,True,None
1st Year,90.5,89.0,82.4,79.2,94.8,87.5,73.8,58.0,Achievable target,98.2,Pass,True,None
3rd Year,81.8,78.3,73.8,72.6,77.9,67.9,72.9,82.6,Borderline,90.9,Pass,True,None
3rd Year,69.9,82.3,69.0,98.9,71.9,82.2,73.8,56.9,Achievable target,65.8,Pass,True,None
3rd Year,98.3,95.0,92.5,83.0,87.8,88.9,86.1,73.2,Achievable target,88.3,Pass,True,None
4th Year,89.6,91.8,73.9,97.6,97.7,74.7,79.7,61.4,Achievable target,57.4,Fail,False,Overperformance
4th Year,79.8,87.4,76.6,93.6,79.5,89.3,80.1,52.0,Achievable target,53.5,Pass,True,None
1st Year,69.9,62.9,70.7,75.2,91.4,85.4,75.9,53.7,Achievable target,71.7,Pass,True,None
1st Year,89.5,61.1,79.4,65.1,63.1,83.1,75.8,68.8,Achievable target,76.7,Pass,True,None
2nd Year,60.3,62.4,65.3,71.1,78.6,70.8,70.5,97.5,Cannot pass,56.0,Fail,True,None
2nd Year,99.8,83.0,77.6,74.8,68.2,73.2,72.3,67.0,Achievable target,89.0,Pass,True,None
2nd Year,73.4,83.1,86.2,91.5,79.4,86.7,80.4,66.0,Achievable target,84.0,Pass,True,None
3rd Year,75.2,89.5,72.4,83.6,67.6,72.5,76.3,59.3,Achievable target,53.9,Fail,False,Overperformance
3rd Year,84.5,80.4,93.9,94.1,62.5,89.8,81.7,71.6,Achievable target,99.1,Pass,True,None
3rd Year,65.7,89.6,84.0,70.8,67.7,74.7,69.1,76.6,Borderline,87.3,Pass,True,None
1st Year,96.3,79.1,65.9,65.1,96.1,75.8,78.7,70.2,Achievable target,85.8,Pass,True,None
2nd Year,61.5,62.9,67.1,70.1,62.8,70.5,84.3,69.7,Achievable target,97.3,Pass,True,None
4th Year,64.1,93.8,94.0,71.4,90.5,87.5,81.1,56.5,Achievable target,95.9,Pass,True,None
3rd Year,74.0,62.2,69.4,78.3,65.3,64.8,60.7,90.4,Cannot pass,63.6,Fail,True,None
3rd Year,69.6,62.3,94.3,92.4,76.2,73.8,80.3,57.7,Achievable target,63.6,Pass,True,None
4th Year,73.9,63.9,88.9,78.1,62.7,85.7,80.4,51.1,Achievable target,85.9,Pass,True,None
1st Year,80.8,83.2,83.0,77.8,75.6,75.2,80.2,68.5,Achievable target,87.0,Pass,True,None
3rd Year,67.0,91.2,78.6,87.8,85.3,80.9,86.3,69.5,Achievable target,71.4,Pass,True,None
1st Year,75.4,67.7,86.3,82.8,97.9,72.0,74.6,63.4,Achievable target,83.8,Pass,True,None
2nd Year,80.0,83.8,81.1,99.1,99.5,79.9,72.3,72.4,Achievable target,76.0,Pass,True,None
1st Year,63.8,73.9,75.5,72.0,64.3,60.4,68.9,92.2,Cannot pass,58.0,Fail,True,None
3rd Year,88.5,67.7,79.6,86.5,85.1,70.5,65.3,81.1,Borderline,83.3,Pass,True,None
1st Year,67.8,65.7,80.8,82.9,94.3,84.7,75.9,62.1,Achievable target,51.5,Fail,False,Overperformance
4th Year,78.2,76.9,98.3,99.8,82.2,75.3,85.7,67.2,Achievable target,72.3,Pass,True,None
1st Year,64.3,82.2,62.8,72.1,78.4,78.1,84.3,64.2,Achievable target,72.7,Pass,True,None
3rd Year,74.1,61.4,77.4,79.4,61.5,71.1,63.0,95.8,Cannot pass,89.0,Fail,True,None
3rd Year,63.6,74.6,60.4,69.6,98.6,72.7,80.0,73.6,Achievable target,91.7,Pass,True,None
3rd Year,66.3,91.8,98.1,96.2,83.1,74.4,75.9,63.3,Achievable target,71.7,Pass,True,None
4th Year,85.5,64.8,71.1,86.2,65.3,72.2,76.2,88.1,Borderline,99.1,Pass,True,None
1st Year,87.0,95.3,80.9,69.0,63.0,82.1,89.3,70.1,Achievable target,60.3,Fail,False,Overperformance
2nd Year,77.2,67.9,81.2,95.9,76.4,78.0,70.2,71.9,Achievable target,50.2,Fail,False,Overperformance
1st Year,93.9,66.7,79.4,68.5,76.0,89.4,88.5,51.4,Achievable target,69.8,Pass,True,None
3rd Year,91.9,70.9,63.9,99.2,68.9,85.6,72.9,72.8,Achievable target,67.8,Fail,False,Overperformance
2nd Year,68.5,61.8,66.9,62.5,71.0,76.4,89.3,68.2,Achievable target,73.5,Pass,True,None
4th Year,83.0,71.0,67.3,90.6,80.4,88.0,87.6,59.5,Achievable target,89.9,Pass,True,None
1st Year,78.6,82.4,77.4,85.9,61.5,74.9,86.5,53.8,Achievable target,60.1,Pass,True,None
1st Year,72.1,79.0,90.4,81.3,66.1,88.8,82.4,53.1,Achievable target,51.3,Fail,False,Overperformance
3rd Year,65.4,62.9,60.6,88.9,79.5,89.9,83.4,60.5,Achievable target,99.6,Pass,True,None
3rd Year,87.7,63.3,64.0,82.5,69.7,68.6,69.8,85.9,Borderline,91.7,Pass,True,None
2nd Year,92.7,96.7,62.2,99.9,68.8,83.1,75.3,70.3,Achievable target,94.0,Pass,True,None
1st Year,79.6,77.8,98.4,79.0,82.1,83.6,74.8,58.3,Achievable target,93.2,Pass,True,None
1st Year,69.5,69.3,66.5,71.3,73.2,66.2,67.6,99.0,Cannot pass,99.3,Pass,False,Underperformance
4th Year,68.7,89.9,89.4,60.4,89.0,75.8,72.9,63.8,Achievable target,59.3,Fail,False,Overperformance
3rd Year,91.4,96.9,66.1,98.1,73.2,76.5,70.5,65.1,Achievable target,86.1,Pass,True,None
4th Year,65.4,82.4,79.5,86.1,67.8,85.5,72.6,64.8,Achievable target,90.7,Pass,True,None
4th Year,90.1,97.0,94.8,64.4,82.9,81.7,84.7,69.1,Achievable target,65.5,Fail,False,Overperformance
3rd Year,89.5,62.5,86.0,75.1,71.9,69.0,70.7,88.2,Borderline,100.0,Pass,True,None
2nd Year,85.0,91.6,67.6,72.0,78.5,83.0,78.7,61.4,Achievable target,62.2,Pass,True,None
2nd Year,90.7,96.5,82.6,86.4,66.0,77.6,77.6,70.9,Achievable target,76.1,Pass,True,None
4th Year,66.1,85.7,74.6,70.1,73.1,73.3,74.8,80.1,Borderline,83.3,Pass,False,Ambiguity
4th Year,63.4,68.3,79.0,94.7,99.5,72.8,81.7,51.6,Achievable target,98.1,Pass,True,None
1st Year,84.2,83.9,85.0,61.8,89.7,73.3,70.6,80.2,Borderline,91.4,Pass,True,None
4th Year,87.0,75.2,64.0,74.5,94.5,76.3,70.2,54.5,Achievable target,66.5,Pass,True,None
2nd Year,73.0,85.2,75.5,97.0,90.9,75.0,71.9,53.2,Achievable target,61.4,Pass,True,None
3rd Year,86.4,93.5,85.1,96.1,85.9,83.6,84.4,57.4,Achievable target,76.2,Pass,True,None
1st Year,70.0,64.1,91.2,95.4,76.3,88.0,74.2,64.9,Achievable target,70.3,Pass,True,None
2nd Year,87.4,92.6,88.8,92.2,82.2,81.4,89.6,70.6,Achievable target,76.4,Pass,True,None
3rd Year,75.1,66.7,76.6,65.3,75.1,71.2,70.9,92.2,Cannot pass,51.2,Fail,True,None
3rd Year,79.1,74.1,95.8,70.8,97.9,71.5,88.6,66.4,Achievable target,97.0,Pass,True,None
2nd Year,61.7,94.8,74.1,99.9,71.0,83.8,77.0,73.5,Achievable target,98.6,Pass,True,None
3rd Year,98.7,83.9,89.9,61.8,70.1,89.9,88.8,64.9,Achievable target,75.5,Pass,True,None
4th Year,85.7,75.5,79.6,85.0,83.6,73.8,70.6,51.2,Achievable target,62.0,Pass,True,None
1st Year,81.9,63.4,68.4,89.7,89.0,81.5,77.9,55.1,Achievable target,95.8,Pass,True,None
1st Year,78.5,63.9,60.6,60.5,70.2,61.9,68.9,91.6,Cannot pass,86.0,Fail,True,None
1st Year,79.3,77.7,79.0,82.7,89.8,74.4,70.8,78.5,Borderline,61.6,Fail,True,None
1st Year,85.5,84.7,70.9,84.9,67.5,73.6,75.8,50.5,Achievable target,53.0,Pass,True,None
1st Year,93.3,96.1,91.0,69.2,92.1,88.2,84.9,55.3,Achievable target,63.8,Pass,True,None
3rd Year,67.5,90.8,87.9,68.4,78.0,85.8,76.3,63.4,Achievable target,77.1,Pass,True,None
2nd Year,62.8,73.3,75.8,61.1,61.8,71.4,66.8,97.9,Cannot pass,98.2,Pass,False,Underperformance
3rd Year,89.7,68.1,94.8,94.4,77.7,89.3,71.1,55.4,Achievable target,83.7,Pass,True,None
3rd Year,72.3,78.2,64.2,60.1,64.6,71.6,68.8,92.2,Cannot pass,99.5,Pass,False,Underperformance
2nd Year,60.5,64.1,78.8,71.4,74.6,60.1,70.0,95.3,Cannot pass,87.6,Fail,True,None
2nd Year,64.9,68.4,69.9,70.7,70.6,69.6,67.8,98.2,Cannot pass,68.5,Fail,True,None
3rd Year,71.8,80.2,77.2,91.7,64.6,77.6,81.9,65.7,Achievable target,95.8,Pass,True,None
1st Year,64.9,65.6,82.3,71.2,77.3,76.0,77.9,64.7,Achievable target,98.5,Pass,True,None
1st Year,64.4,89.3,79.1,86.5,71.5,66.0,69.8,88.7,Borderline,53.0,Fail,True,None
2nd Year,89.0,72.5,88.9,69.8,67.1,74.7,71.6,56.0,Achievable target,68.6,Pass,True,None
1st Year,64.8,78.0,94.1,77.7,61.4,89.8,87.6,54.2,Achievable target,84.4,Pass,True,None
3rd Year,86.9,86.9,83.4,92.9,97.6,80.7,79.1,52.6,Achievable target,63.7,Pass,True,None
2nd Year,98.6,70.8,92.3,81.5,79.3,78.7,84.7,60.5,Achievable target,89.4,Pass,True,None
4th Year,68.8,72.3,71.9,73.9,74.6,66.6,69.0,94.8,Cannot pass,96.1,Pass,False,Underperformance
1st Year,72.2,79.7,63.9,95.5,65.4,72.8,88.9,60.9,Achievable target,87.1,Pass,True,None
3rd Year,81.4,69.5,77.7,60.3,98.4,88.1,83.7,72.3,Achievable target,97.7,Pass,True,None
3rd Year,66.6,65.6,88.7,88.9,64.3,84.0,70.9,64.7,Achievable target,71.3,Pass,True,None
3rd Year,76.1,69.0,89.7,63.7,93.8,71.0,89.9,52.3,Achievable target,68.4,Pass,True,None
4th Year,79.0,86.0,90.2,71.5,71.4,83.1,87.6,51.4,Achievable target,88.8,Pass,True,None
3rd Year,88.0,85.0,71.1,69.2,81.8,68.0,68.4,86.6,Borderline,61.5,Fail,True,None
3rd Year,75.9,63.1,69.0,78.3,77.1,71.5,69.2,77.2,Borderline,54.2,Fail,True,None
3rd Year,76.5,77.3,78.6,79.9,72.6,67.5,71.7,95.0,Cannot pass,97.4,Pass,False,Underperformance
4th Year,92.7,84.5,85.7,61.1,97.2,86.9,89.5,69.9,Achievable target,78.0,Pass,True,None
3rd Year,81.8,80.3,85.9,71.8,95.8,73.1,89.4,73.3,Achievable target,93.4,Pass,True,None
4th Year,60.8,86.0,85.6,66.3,61.5,66.6,77.3,81.1,Borderline,84.9,Pass,True,None
4th Year,75.1,75.6,82.9,92.3,64.0,81.8,89.7,66.2,Achievable target,77.6,Pass,True,None
3rd Year,73.8,85.9,61.1,72.0,84.2,73.4,70.7,85.4,Borderline,65.2,Fail,False,Ambiguity
3rd Year,61.4,60.6,74.7,64.6,73.3,67.0,70.0,95.0,Cannot pass,80.5,Fail,True,None
4th Year,84.5,90.5,70.6,72.5,95.7,75.7,87.5,57.6,Achievable target,99.8,Pass,True,None
4th Year,71.0,99.1,60.7,92.5,87.0,70.2,80.6,69.3,Achievable target,97.2,Pass,True,None
3rd Year,61.2,64.6,71.8,64.5,74.9,62.3,65.2,98.9,Cannot pass,88.7,Fail,True,None
1st Year,75.6,95.7,93.4,81.5,89.4,88.9,76.0,69.2,Achievable target,96.9,Pass,True,None
2nd Year,75.5,76.2,70.7,77.2,73.6,60.3,60.7,97.4,Cannot pass,76.1,Fail,True,None
3rd Year,74.6,76.0,82.8,67.8,82.1,84.6,85.3,51.8,Achievable target,76.1,Pass,True,None
4th Year,94.2,75.9,60.4,64.6,96.7,77.6,84.9,57.9,Achievable target,89.4,Pass,True,None
4th Year,61.1,62.8,79.2,74.1,67.5,62.9,69.9,90.4,Cannot pass,88.9,Fail,True,None
4th Year,78.3,64.7,88.7,89.4,79.6,75.2,76.1,86.0,Borderline,96.9,Pass,True,None
1st Year,79.3,63.5,79.4,70.7,79.6,69.9,62.6,97.8,Cannot pass,87.2,Fail,True,None
4th Year,74.9,89.3,60.7,70.4,83.3,89.5,86.4,53.5,Achievable target,74.9,Pass,True,None
2nd Year,70.2,72.3,73.8,88.2,89.4,77.4,81.1,70.5,Achievable target,89.9,Pass,True,None
1st Year,69.8,76.2,68.5,70.0,62.0,77.5,76.4,76.1,Borderline,52.4,Fail,True,None
1st Year,71.2,61.8,69.3,93.8,76.5,89.5,72.8,71.5,Achievable target,84.6,Pass,True,None
2nd Year,76.6,62.7,65.7,84.9,61.9,65.5,72.9,87.6,Borderline,94.1,Pass,True,None
4th Year,94.8,88.1,90.1,90.4,72.8,84.7,85.0,71.6,Achievable target,85.9,Pass,True,None
2nd Year,62.7,63.6,71.4,93.2,96.6,80.4,84.7,58.4,Achievable target,98.5,Pass,True,None
1st Year,84.7,64.6,85.6,75.0,76.0,69.5,69.2,77.4,Borderline,60.6,Fail,True,None
4th Year,85.5,97.7,72.9,85.4,94.9,83.2,70.1,73.3,Achievable target,67.1,Fail,False,Overperformance
3rd Year,66.6,74.9,79.9,78.6,63.3,65.7,62.5,97.2,Cannot pass,98.5,Pass,False,Underperformance
3rd Year,61.8,67.1,67.3,75.4,70.5,63.1,65.3,98.3,Cannot pass,99.5,Pass,False,Underperformance
3rd Year,60.3,65.5,72.9,72.8,68.0,71.0,66.0,100.0,Cannot pass,100.0,Pass,False,Underperformance
4th Year,95.7,61.6,67.2,66.8,79.7,83.4,72.6,58.1,Achievable target,77.7,Pass,True,None
2nd Year,88.7,60.6,73.5,71.8,87.0,84.6,83.0,54.6,Achievable target,82.3,Pass,True,None
4th Year,73.0,66.4,74.2,70.3,77.2,66.5,63.8,99.9,Cannot pass,99.9,Pass,False,Underperformance
4th Year,85.7,75.2,81.0,87.9,76.3,70.9,76.9,57.2,Achievable target,65.1,Pass,True,None
1st Year,62.1,60.5,70.1,67.8,78.5,66.2,63.0,93.1,Cannot pass,70.8,Fail,True,None
3rd Year,69.7,83.6,81.0,75.8,72.4,71.8,86.9,58.1,Achievable target,72.1,Pass,True,None
3rd Year,98.4,93.3,92.9,80.8,69.5,74.9,79.5,51.7,Achievable target,80.7,Pass,True,None
3rd Year,79.5,81.6,84.7,69.4,87.4,82.5,87.7,56.9,Achievable target,66.7,Pass,True,None
1st Year,79.6,86.8,80.4,60.9,82.9,72.4,71.7,63.7,Achievable target,53.7,Fail,False,Overperformance
3rd Year,74.3,72.2,82.1,67.0,84.3,87.6,79.3,70.2,Achievable target,95.8,Pass,True,None
1st Year,62.5,74.0,71.0,62.3,62.4,64.6,64.5,96.2,Cannot pass,91.7,Fail,True,None
3rd Year,83.6,88.5,68.1,78.2,70.0,79.0,73.6,66.6,Achievable target,96.9,Pass,True,None
2nd Year,71.2,92.3,78.9,74.3,83.4,70.6,86.2,55.6,Achievable target,62.7,Pass,True,None
2nd Year,67.6,81.3,87.8,72.7,77.2,87.7,72.6,65.3,Achievable target,97.3,Pass,True,None
2nd Year,96.9,79.2,79.0,61.4,65.4,73.9,86.7,53.7,Achievable target,75.0,Pass,True,None
4th Year,98.1,80.6,87.3,97.7,77.7,88.4,88.0,68.5,Achievable target,91.1,Pass,True,None
4th Year,91.4,69.4,69.6,98.6,91.4,82.2,85.0,71.7,Achievable target,77.2,Pass,True,None
1st Year,70.9,68.7,88.3,64.7,79.0,67.9,69.8,81.7,Borderline,89.7,Pass,True,None
4th Year,67.4,85.6,77.3,61.2,84.6,74.6,78.1,54.7,Achievable target,81.5,Pass,True,None
2nd Year,78.8,74.9,74.7,66.3,63.0,63.9,71.8,94.6,Cannot pass,56.6,Fail,True,None
4th Year,69.9,83.1,86.5,66.5,64.7,88.9,72.9,52.2,Achievable target,51.5,Fail,False,Overperformance
1st Year,64.8,83.3,82.0,72.0,72.3,72.4,67.3,85.5,Borderline,64.8,Fail,True,None
4th Year,63.7,73.1,64.4,63.9,76.8,67.6,69.3,97.3,Cannot pass,88.1,Fail,True,None
2nd Year,98.8,90.8,60.3,93.4,78.9,72.5,74.0,56.9,Achievable target,64.3,Pass,True,None
1st Year,72.4,80.3,65.4,94.1,95.2,80.3,73.2,50.7,Achievable target,60.2,Pass,True,None
2nd Year,69.7,65.1,83.7,65.4,80.5,82.9,78.2,71.4,Achievable target,75.6,Pass,True,None
4th Year,67.2,72.8,71.1,68.2,71.6,60.1,60.4,90.9,Cannot pass,86.6,Fail,True,None
4th Year,85.9,96.9,93.9,63.7,89.0,74.9,74.1,54.6,Achievable target,66.8,Pass,True,None
1st Year,66.0,63.6,80.5,88.9,64.1,86.7,83.4,56.1,Achievable target,66.2,Pass,True,None
2nd Year,62.2,66.2,62.9,72.6,61.7,65.4,65.7,95.7,Cannot pass,96.6,Pass,False,Underperformance
1st Year,68.8,67.4,62.7,80.2,76.6,85.7,76.4,62.9,Achievable target,66.3,Pass,True,None
2nd Year,67.3,88.5,71.9,63.9,65.7,71.2,89.2,71.4,Achievable target,78.8,Pass,True,None
1st Year,62.1,77.5,93.5,73.6,90.8,80.0,89.5,72.9,Achievable target,83.7,Pass,True,None
4th Year,92.9,72.1,83.4,79.8,89.6,75.8,79.8,55.4,Achievable target,90.7,Pass,True,None
1st Year,92.3,73.2,83.4,75.6,89.9,74.8,72.4,55.7,Achievable target,74.4,Pass,True,None
1st Year,99.6,81.7,90.3,90.4,77.7,75.4,80.9,55.2,Achievable target,74.2,Pass,True,None
2nd Year,76.6,74.1,75.3,61.9,62.6,71.0,68.0,97.7,Cannot pass,98.0,Pass,False,Underperformance
2nd Year,67.6,84.0,89.9,65.5,62.8,79.1,72.9,68.5,Achievable target,95.4,Pass,True,None
4th Year,64.8,67.7,64.8,81.4,90.5,75.4,75.0,54.4,Achievable target,64.3,Pass,True,None
2nd Year,78.4,75.4,64.0,66.6,66.3,68.8,71.0,100.0,Cannot pass,74.3,Fail,True,None
2nd Year,82.0,79.6,62.2,60.2,63.5,71.9,77.9,69.8,Achievable target,88.7,Pass,True,None
3rd Year,65.5,68.8,77.7,65.8,78.4,63.4,61.4,99.9,Cannot pass,87.5,Fail,True,None
3rd Year,62.5,91.4,68.2,81.6,74.3,83.7,72.9,60.9,Achievable target,85.0,Pass,True,None
1st Year,69.3,77.7,61.9,74.4,77.7,63.5,61.8,98.1,Cannot pass,81.4,Fail,True,None
3rd Year,60.5,64.3,75.2,62.1,62.3,87.5,78.4,56.4,Achievable target,90.6,Pass,True,None
3rd Year,64.7,65.2,88.1,89.0,82.3,69.8,70.4,86.3,Borderline,88.8,Pass,True,None
4th Year,72.4,68.1,88.7,78.4,68.1,73.2,81.5,73.8,Achievable target,85.5,Pass,True,None
3rd Year,85.8,67.5,68.5,93.0,89.6,75.4,78.3,68.2,Achievable target,95.8,Pass,True,None
2nd Year,89.0,64.5,92.4,76.8,90.6,75.5,88.7,71.2,Achievable target,71.7,Pass,True,None
4th Year,96.0,91.3,79.0,88.8,84.2,81.5,81.3,68.3,Achievable target,84.3,Pass,True,None
1st Year,88.1,91.7,65.0,69.3,99.3,71.2,82.9,68.9,Achievable target,92.4,Pass,True,None
4th Year,68.0,60.6,70.2,78.4,77.7,69.3,71.4,99.7,Cannot pass,100.0,Pass,False,Underperformance
1st Year,71.3,96.5,92.9,75.0,92.1,77.7,80.8,60.7,Achievable target,62.4,Pass,True,None
3rd Year,65.2,75.7,65.2,69.9,64.5,71.4,65.3,91.8,Cannot pass,86.3,Fail,True,None
2nd Year,89.3,85.1,89.1,95.7,94.0,87.8,73.9,65.2,Achievable target,93.5,Pass,True,None
3rd Year,86.2,78.2,73.6,93.0,92.7,87.8,81.2,70.3,Achievable target,80.2,Pass,True,None
3rd Year,80.3,99.5,82.2,75.6,78.8,71.4,80.5,65.3,Achievable target,99.3,Pass,True,None
4th Year,73.2,82.8,79.6,78.5,61.6,82.1,74.9,52.2,Achievable target,83.1,Pass,True,None
3rd Year,72.5,82.9,72.1,89.1,70.6,70.5,70.1,86.3,Borderline,99.7,Pass,True,None
1st Year,85.4,62.6,87.7,78.3,89.8,71.9,75.4,85.5,Borderline,96.6,Pass,True,None
3rd Year,60.5,76.8,79.6,77.3,74.5,71.4,83.0,71.4,Achievable target,84.5,Pass,True,None
3rd Year,98.8,68.1,85.4,99.0,63.0,73.3,76.0,70.4,Achievable target,76.7,Pass,True,None
2nd Year,94.8,62.8,67.7,85.4,65.7,78.8,70.1,54.9,Achievable target,59.0,Pass,True,None
4th Year,98.9,87.1,85.9,88.5,97.2,71.9,80.3,62.7,Achievable target,86.8,Pass,True,None
1st Year,66.1,66.4,87.2,83.9,75.4,85.1,87.2,64.3,Achievable target,81.0,Pass,True,None
3rd Year,97.4,60.4,84.8,82.5,64.0,79.1,88.6,62.9,Achievable target,81.7,Pass,True,None
3rd Year,79.7,74.4,67.3,60.3,73.3,70.8,62.0,94.2,Cannot pass,98.1,Pass,False,Underperformance
1st Year,98.9,75.1,82.1,93.2,84.7,84.6,80.7,70.7,Achievable target,87.6,Pass,True,None
3rd Year,98.5,70.9,75.4,94.0,92.0,73.7,78.0,65.6,Achievable target,93.0,Pass,True,None
4th Year,85.7,89.2,98.6,75.0,95.7,73.6,72.7,60.8,Achievable target,96.8,Pass,True,None
2nd Year,62.8,62.3,80.7,66.9,94.4,74.7,83.2,59.9,Achievable target,66.2,Pass,True,None
2nd Year,81.2,67.8,91.0,74.0,98.3,71.5,82.7,65.5,Achievable target,70.6,Pass,True,None
3rd Year,79.2,60.4,82.4,84.6,83.6,71.5,72.4,87.6,Borderline,77.8,Fail,True,None
3rd Year,74.1,63.0,78.5,61.5,74.7,85.9,81.8,56.9,Achievable target,84.7,Pass,True,None
2nd Year,68.0,61.0,69.8,79.0,94.0,83.5,74.5,51.7,Achievable target,71.7,Pass,True,None
4th Year,68.4,66.9,65.6,82.2,93.7,78.1,78.7,58.6,Achievable target,75.9,Pass,True,None
2nd Year,62.0,75.9,71.7,75.3,66.6,63.4,63.2,97.7,Cannot pass,99.1,Pass,False,Underperformance
2nd Year,73.1,80.8,64.6,68.2,83.3,81.5,73.0,52.2,Achievable target,76.6,Pass,True,None
4th Year,74.1,74.8,60.2,67.5,64.5,65.0,69.8,92.9,Cannot pass,87.6,Fail,True,None
3rd Year,71.2,81.1,96.8,88.0,77.8,88.2,70.2,54.9,Achievable target,79.5,Pass,True,None
3rd Year,83.9,93.7,86.9,71.4,60.3,71.0,75.6,52.6,Achievable target,58.9,Pass,True,None
